,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Positive Rate,7-day Average Positives,7-day Average Test Rate,14-day Average Positives,14-day Average Test Rate
10224,2020-12-13,Greene,11,881,206,37304,0.05339805825242718,11.0,0.047617730627380526,5.0,0.023808865313690263
10225,2020-12-14,Greene,13,894,259,37563,0.05019305019305019,12.0,0.050426116205667955,6.0,0.025213058102833977
10226,2020-12-15,Greene,20,914,259,37822,0.07722007722007722,12.0,0.04955279390377424,6.0,0.02477639695188712
10227,2020-12-16,Greene,8,922,341,38163,0.02346041055718475,12.0,0.04628176456993781,6.0,0.023140882284968904
10228,2020-12-17,Greene,31,953,351,38514,0.08831908831908832,15.0,0.05292376360737411,7.0,0.026461881803687054
10229,2020-12-18,Greene,16,969,332,38846,0.04819277108433735,15.0,0.05459468085299895,7.0,0.027297340426499474
10230,2020-12-19,Greene,18,987,257,39103,0.07003891050583658,16.0,0.05868890944742879,8.0,0.029344454723714396
10231,2020-12-20,Greene,12,999,184,39287,0.06521739130434782,16.0,0.06037738559770317,8.0,0.030188692798851585
10232,2020-12-21,Greene,17,1016,201,39488,0.0845771144278607,17.0,0.06528939477410468,8.0,0.03264469738705234
10233,2020-12-22,Greene,15,1031,245,39733,0.061224489795918366,16.0,0.06300431085636769,8.0,0.031502155428183846
10234,2020-12-23,Greene,31,1062,406,40139,0.07635467980295567,20.0,0.07056063503433498,10.0,0.03528031751716749
10235,2020-12-24,Greene,53,1115,370,40509,0.14324324324324325,23.0,0.07840694288064283,11.0,0.039203471440321415
10236,2020-12-25,Greene,19,1134,322,40831,0.059006211180124224,23.0,0.0799517200371838,11.0,0.0399758600185919
10237,2020-12-26,Greene,20,1154,228,41059,0.08771929824561403,23.0,0.08247748971429485,11.0,0.04123874485714742
10238,2020-12-27,Greene,34,1188,229,41288,0.14847161572052403,27.0,0.09437095034517716,13.0,0.04718547517258858
10239,2020-12-28,Greene,26,1214,246,41534,0.10569105691056911,28.0,0.09738722784270694,14.0,0.04869361392135347
10240,2020-12-29,Greene,46,1260,386,41920,0.11917098445595854,32.0,0.10566529850842697,16.0,0.052832649254213486
10241,2020-12-30,Greene,62,1322,510,42430,0.12156862745098039,37.0,0.11212443388671621,18.0,0.056062216943358105
10242,2020-12-31,Greene,61,1383,437,42867,0.13958810068649885,38.0,0.11160227066432417,19.0,0.055801135332162084
10243,2021-01-01,Greene,48,1431,449,43316,0.10690423162583519,42.0,0.11844484501371144,21.0,0.05922242250685572
10244,2021-01-02,Greene,31,1462,262,43578,0.1183206106870229,44.0,0.12281646107676987,22.0,0.061408230538384935
10245,2021-01-03,Greene,29,1491,274,43852,0.10583941605839416,43.0,0.11672614683932273,21.0,0.05836307341966136
10246,2021-01-04,Greene,44,1535,323,44175,0.13622291021671826,45.0,0.12108784016877261,22.0,0.060543920084386305
10247,2021-01-05,Greene,49,1584,373,44548,0.13136729222520108,46.0,0.12283016985009297,23.0,0.061415084925046486
10248,2021-01-06,Greene,40,1624,494,45042,0.08097165991902834,43.0,0.1170306030598141,21.0,0.05851530152990705
10249,2021-01-07,Greene,50,1674,414,45456,0.12077294685990338,41.0,0.11434272394172905,20.0,0.057171361970864525
10250,2021-01-08,Greene,45,1719,451,45907,0.09977827050997783,41.0,0.11332472949660657,20.0,0.05666236474830329
10251,2021-01-09,Greene,22,1741,351,46258,0.06267806267806268,39.0,0.10537579406675511,19.0,0.052687897033377555
10252,2021-01-10,Greene,41,1782,327,46585,0.12538226299694188,41.0,0.1081676293436905,20.0,0.05408381467184525
10253,2021-01-11,Greene,53,1835,436,47021,0.12155963302752294,42.0,0.10607287545951972,21.0,0.05303643772975986
10254,2021-01-12,Greene,20,1855,295,47316,0.06779661016949153,38.0,0.09699134945156122,19.0,0.04849567472578061
10255,2021-01-13,Greene,18,1873,383,47699,0.04699738903394256,35.0,0.09213788218226325,17.0,0.046068941091131625
10256,2021-01-14,Greene,56,1929,692,48391,0.08092485549132948,36.0,0.0864452977010384,18.0,0.0432226488505192
10257,2021-01-15,Greene,35,1964,623,49014,0.056179775280898875,35.0,0.08021694123974142,17.0,0.04010847061987071
10258,2021-01-16,Greene,31,1995,454,49468,0.06828193832599119,36.0,0.08101749490373121,18.0,0.040508747451865605
10259,2021-01-17,Greene,30,2025,320,49788,0.09375,34.0,0.07649860018988237,17.0,0.03824930009494119
10260,2021-01-18,Greene,33,2058,341,50129,0.0967741935483871,31.0,0.0729578231214344,15.0,0.0364789115607172
10261,2021-01-19,Greene,20,2078,361,50490,0.055401662049861494,31.0,0.07118711624720155,15.0,0.03559355812360077
10262,2021-01-20,Greene,19,2097,366,50856,0.05191256830601093,32.0,0.07188928471463986,16.0,0.03594464235731993
10263,2021-01-21,Greene,43,2140,580,51436,0.07413793103448275,30.0,0.07091972407794747,15.0,0.035459862038973736
10264,2021-01-22,Greene,38,2178,463,51899,0.08207343412526998,30.0,0.07461881819857193,15.0,0.03730940909928596
10265,2021-01-23,Greene,24,2202,385,52284,0.06233766233766234,29.0,0.07376963591452494,14.0,0.03688481795726247
10266,2021-01-24,Greene,18,2220,326,52610,0.05521472392638037,27.0,0.06826459647543644,13.0,0.03413229823771822
10267,2021-01-25,Greene,13,2233,254,52864,0.051181102362204724,25.0,0.06175129773455322,12.0,0.03087564886727661
10268,2021-01-26,Greene,17,2250,348,53212,0.04885057471264368,24.0,0.06081542811495068,12.0,0.03040771405747534
10269,2021-01-27,Greene,30,2280,319,53531,0.09404388714733543,26.0,0.06683418794942561,13.0,0.033417093974712805
10270,2021-01-28,Greene,34,2314,458,53989,0.07423580786026202,24.0,0.06684817035310836,12.0,0.03342408517655418
10271,2021-01-29,Greene,28,2342,378,54367,0.07407407407407407,23.0,0.06570540463150895,11.0,0.032852702315754476
10272,2021-01-30,Greene,14,2356,356,54723,0.03932584269662921,22.0,0.06241800182564707,11.0,0.031209000912823536
10273,2021-01-31,Greene,13,2369,242,54965,0.05371900826446281,21.0,0.06220432815965886,10.0,0.03110216407982943
10274,2021-02-01,Greene,8,2377,191,55156,0.041884816753926704,20.0,0.06087628735847628,10.0,0.03043814367923814
10275,2021-02-02,Greene,9,2386,237,55393,0.0379746835443038,19.0,0.059322588620142,9.0,0.029661294310071
10276,2021-02-03,Greene,20,2406,243,55636,0.0823045267489712,18.0,0.0576455371346614,9.0,0.0288227685673307
10277,2021-02-04,Greene,16,2422,350,55986,0.045714285714285714,15.0,0.0535710339709505,7.0,0.02678551698547525
10278,2021-02-05,Greene,20,2442,304,56290,0.06578947368421052,14.0,0.05238751962954142,7.0,0.02619375981477071
10279,2021-02-06,Greene,15,2457,352,56642,0.04261363636363636,14.0,0.05285720443911386,7.0,0.02642860221955693
10280,2021-02-07,Greene,7,2464,213,56855,0.03286384976525822,13.0,0.04987789608208464,6.0,0.02493894804104232
10281,2021-02-08,Greene,5,2469,150,57005,0.03333333333333333,13.0,0.04865625559342845,6.0,0.024328127796714224
10282,2021-02-09,Greene,10,2479,314,57319,0.03184713375796178,13.0,0.04778089133823673,6.0,0.023890445669118365
10283,2021-02-10,Greene,14,2493,376,57695,0.03723404255319149,12.0,0.041342250738839625,6.0,0.020671125369419813
10284,2021-02-11,Greene,7,2500,397,58092,0.017632241813602016,11.0,0.0373305301815991,5.0,0.01866526509079955
10285,2021-02-12,Greene,13,2513,424,58516,0.030660377358490566,10.0,0.032312087849353396,5.0,0.016156043924676698
10286,2021-02-13,Greene,13,2526,242,58758,0.05371900826446281,9.0,0.03389856954947146,4.0,0.01694928477473573
10287,2021-02-14,Greene,7,2533,172,58930,0.040697674418604654,9.0,0.035017687357092375,4.0,0.017508843678546188
10288,2021-02-15,Greene,6,2539,135,59065,0.044444444444444446,10.0,0.036604988944393964,5.0,0.018302494472196982
10289,2021-02-16,Greene,9,2548,293,59358,0.030716723549488054,9.0,0.036443501771754865,4.0,0.018221750885877432
10290,2021-02-17,Greene,7,2555,219,59577,0.0319634703196347,8.0,0.035690562881246744,4.0,0.017845281440623372
10291,2021-02-18,Greene,11,2566,442,60019,0.024886877828054297,9.0,0.03672693945473993,4.0,0.018363469727369967
10292,2021-02-19,Greene,7,2573,251,60270,0.027888446215139442,8.0,0.036330949291404055,4.0,0.018165474645702027
10293,2021-02-20,Greene,9,2582,302,60572,0.029801324503311258,8.0,0.03291413732552527,4.0,0.016457068662762635
10294,2021-02-21,Greene,2,2584,189,60761,0.010582010582010581,7.0,0.028611899634583254,3.0,0.014305949817291627
10295,2021-02-22,Greene,5,2589,113,60874,0.04424778761061947,7.0,0.02858380580117969,3.0,0.014291902900589844
10296,2021-02-23,Greene,9,2598,282,61156,0.031914893617021274,7.0,0.02875497295368443,3.0,0.014377486476842215
10297,2021-02-24,Greene,11,2609,372,61528,0.02956989247311828,7.0,0.028413033261324945,3.0,0.014206516630662473
10298,2021-02-25,Greene,13,2622,340,61868,0.03823529411764706,8.0,0.030319949874123907,4.0,0.015159974937061954
10299,2021-02-26,Greene,9,2631,459,62327,0.0196078431372549,8.0,0.02913700657728326,4.0,0.01456850328864163
10300,2021-02-27,Greene,7,2638,273,62600,0.02564102564102564,8.0,0.028542678168385318,4.0,0.014271339084192659
10301,2021-02-28,Greene,10,2648,193,62793,0.05181347150259067,9.0,0.03443288687132533,4.0,0.017216443435662664
10302,2021-03-01,Greene,2,2650,202,62995,0.009900990099009901,8.0,0.029526201512523963,4.0,0.014763100756261981
10303,2021-03-02,Greene,20,2670,396,63391,0.050505050505050504,10.0,0.032181938210813846,5.0,0.016090969105406923
10304,2021-03-03,Greene,12,2682,397,63788,0.030226700251889168,10.0,0.032275767893495406,5.0,0.016137883946747703
10305,2021-03-04,Greene,11,2693,273,64061,0.040293040293040296,10.0,0.032569731632837294,5.0,0.016284865816418647
10306,2021-03-05,Greene,7,2700,585,64646,0.011965811965811967,9.0,0.031478012894059736,4.0,0.015739006447029868
10307,2021-03-06,Greene,9,2709,234,64880,0.038461538461538464,10.0,0.03330951472556157,5.0,0.016654757362780784
10308,2021-03-07,Greene,4,2713,162,65042,0.024691358024691357,9.0,0.029434927085861668,4.0,0.014717463542930834
10309,2021-03-08,Greene,3,2716,215,65257,0.013953488372093023,9.0,0.030013855410587823,4.0,0.015006927705293912
10310,2021-03-09,Greene,6,2722,328,65585,0.018292682926829267,7.0,0.02541208861369908,3.0,0.01270604430684954
10311,2021-03-10,Greene,4,2726,403,65988,0.009925558312655087,6.0,0.022511925479522778,3.0,0.011255962739761389
10312,2021-03-11,Greene,37,2763,441,66429,0.08390022675736962,10.0,0.028741523545855543,5.0,0.014370761772927771
10313,2021-03-12,Greene,10,2773,433,66862,0.023094688221709007,10.0,0.030331363010983686,5.0,0.015165681505491843
10314,2021-03-13,Greene,8,2781,195,67057,0.041025641025641026,10.0,0.030697663377284055,5.0,0.015348831688642027
10315,2021-03-14,Greene,3,2784,130,67187,0.023076923076923078,10.0,0.030467029813317163,5.0,0.015233514906658582
10316,2021-03-15,Greene,2,2786,178,67365,0.011235955056179775,10.0,0.030078810768186692,5.0,0.015039405384093346
10317,2021-03-16,Greene,10,2796,279,67644,0.035842293906810034,10.0,0.03258589805104109,5.0,0.016292949025520545
10318,2021-03-17,Greene,10,2806,418,68062,0.023923444976076555,11.0,0.034585596145815585,5.0,0.017292798072907793
10319,2021-03-18,Greene,16,2822,367,68429,0.043596730245231606,8.0,0.028827953786938726,4.0,0.014413976893469363
10320,2021-03-19,Greene,13,2835,427,68856,0.03044496487119438,8.0,0.029877993308293778,4.0,0.014938996654146889
10321,2021-03-20,Greene,12,2847,273,69129,0.04395604395604396,9.0,0.03029662229835134,4.0,0.01514831114917567
10322,2021-03-21,Greene,8,2855,143,69272,0.055944055944055944,10.0,0.03499192699365604,5.0,0.01749596349682802
10323,2021-03-22,Greene,10,2865,257,69529,0.038910505836575876,11.0,0.03894543424799834,5.0,0.01947271712399917
10324,2021-03-23,Greene,19,2884,382,69911,0.049738219895287955,12.0,0.040930566532066615,6.0,0.020465283266033307
10325,2021-03-24,Greene,12,2896,340,70251,0.03529411764705882,12.0,0.04255494834220693,6.0,0.021277474171103466
10326,2021-03-25,Greene,10,2906,362,70613,0.027624309392265192,12.0,0.0402731739346403,6.0,0.02013658696732015
10327,2021-03-26,Greene,14,2920,519,71132,0.02697495183044316,12.0,0.039777457785961555,6.0,0.019888728892980777
10328,2021-03-27,Greene,14,2934,253,71385,0.05533596837944664,12.0,0.041403161275019085,6.0,0.020701580637509542
10329,2021-03-28,Greene,10,2944,211,71596,0.04739336492890995,12.0,0.040181633987141085,6.0,0.020090816993570543
10330,2021-03-29,Greene,6,2950,245,71841,0.024489795918367346,12.0,0.03812153257025414,6.0,0.01906076628512707
10331,2021-03-30,Greene,12,2962,314,72155,0.03821656050955414,11.0,0.03647558122943504,5.0,0.01823779061471752
10332,2021-03-31,Greene,14,2976,358,72513,0.03910614525139665,11.0,0.0370201566014833,5.0,0.01851007830074165
10333,2021-04-01,Greene,10,2986,442,72955,0.02262443438914027,11.0,0.036305888743894024,5.0,0.018152944371947012
10334,2021-04-02,Greene,13,2999,514,73469,0.02529182879377432,11.0,0.03606544259579847,5.0,0.018032721297899235
10335,2021-04-03,Greene,10,3009,334,73803,0.029940119760479042,10.0,0.03243746422166024,5.0,0.01621873211083012
10336,2021-04-04,Greene,5,3014,208,74011,0.02403846153846154,10.0,0.029101049451596184,5.0,0.014550524725798092
10337,2021-04-05,Greene,2,3016,190,74201,0.010526315789473684,9.0,0.027106266576039952,4.0,0.013553133288019976
10338,2021-04-06,Greene,9,3025,337,74538,0.026706231454005934,9.0,0.02546193385381878,4.0,0.01273096692690939
10339,2021-04-07,Greene,4,3029,242,74780,0.01652892561983471,7.0,0.022236616763595642,3.0,0.011118308381797821
10340,2021-04-08,Greene,8,3037,405,75185,0.019753086419753086,7.0,0.02182642419654033,3.0,0.010913212098270165
10341,2021-04-09,Greene,13,3050,281,75466,0.046263345195729534,7.0,0.024822355111105365,3.0,0.012411177555552683
10342,2021-04-10,Greene,11,3061,379,75845,0.029023746701846966,7.0,0.024691444674157924,3.0,0.012345722337078962
10343,2021-04-11,Greene,5,3066,172,76017,0.029069767441860465,7.0,0.025410202660357768,3.0,0.012705101330178884
10344,2021-04-12,Greene,11,3077,211,76228,0.052132701421800945,8.0,0.03135397203640452,4.0,0.01567698601820226
10345,2021-04-13,Greene,4,3081,391,76619,0.010230179028132993,8.0,0.029000250261279815,4.0,0.014500125130639908
10346,2021-04-14,Greene,13,3094,284,76903,0.045774647887323945,9.0,0.03317821058520685,4.0,0.016589105292603424
10347,2021-04-15,Greene,12,3106,265,77168,0.045283018867924525,9.0,0.036825343792088475,4.0,0.018412671896044237
10348,2021-04-16,Greene,12,3118,442,77610,0.027149321266968326,9.0,0.034094768945122596,4.0,0.017047384472561298
10349,2021-04-17,Greene,8,3126,477,78087,0.016771488469601678,9.0,0.03234444634051613,4.0,0.016172223170258064
10350,2021-04-18,Greene,13,3139,209,78296,0.06220095693779904,10.0,0.03707747341136449,5.0,0.018538736705682245
10351,2021-04-19,Greene,15,3154,228,78524,0.06578947368421052,11.0,0.03902844087742301,5.0,0.019514220438711503
10352,2021-04-20,Greene,2,3156,450,78974,0.0044444444444444444,10.0,0.038201907365467504,5.0,0.019100953682733752
10353,2021-04-21,Greene,27,3183,432,79406,0.0625,12.0,0.04059124338156408,6.0,0.02029562169078204
10354,2021-04-22,Greene,6,3189,324,79730,0.018518518518518517,11.0,0.036767743331648936,5.0,0.018383871665824468
10355,2021-04-23,Greene,9,3198,422,80152,0.02132701421800948,11.0,0.03593598518179767,5.0,0.017967992590898835
10356,2021-04-24,Greene,3,3201,303,80455,0.009900990099009901,10.0,0.03495448541457027,5.0,0.017477242707285134
10357,2021-04-25,Greene,4,3205,182,80637,0.02197802197802198,9.0,0.02920835184888784,4.0,0.01460417592444392
10358,2021-04-26,Greene,2,3207,232,80869,0.008620689655172414,7.0,0.02104138270188239,3.0,0.010520691350941195
10359,2021-04-27,Greene,10,3217,378,81247,0.026455026455026454,8.0,0.024185751560536962,4.0,0.012092875780268481
10360,2021-04-28,Greene,14,3231,389,81636,0.03598971722365039,6.0,0.02039856830677273,3.0,0.010199284153386366
10361,2021-04-29,Greene,7,3238,276,81912,0.025362318840579712,7.0,0.02137625406706719,3.0,0.010688127033533595
10362,2021-04-30,Greene,17,3255,444,82356,0.038288288288288286,8.0,0.02379929321996416,4.0,0.01189964660998208
10363,2021-05-01,Greene,11,3266,375,82731,0.029333333333333333,9.0,0.02657534225343894,4.0,0.01328767112671947
10364,2021-05-02,Greene,2,3268,195,82926,0.010256410256410256,9.0,0.02490082629320869,4.0,0.012450413146604345
10365,2021-05-03,Greene,3,3271,105,83031,0.02857142857142857,9.0,0.027750931852673858,4.0,0.013875465926336929
10366,2021-05-04,Greene,8,3279,394,83425,0.02030456852791878,8.0,0.026872295005944187,4.0,0.013436147502972094
10367,2021-05-05,Greene,8,3287,307,83732,0.026058631921824105,8.0,0.025453568534254723,4.0,0.012726784267127362
10368,2021-05-06,Greene,10,3297,243,83975,0.0411522633744856,8.0,0.027709274896241275,4.0,0.013854637448120637
10369,2021-05-07,Greene,14,3311,548,84523,0.025547445255474453,8.0,0.025889154462982154,4.0,0.012944577231491077
10370,2021-05-08,Greene,10,3321,248,84771,0.04032258064516129,7.0,0.027459046936100438,3.0,0.013729523468050219
10371,2021-05-09,Greene,6,3327,162,84933,0.037037037037037035,8.0,0.031284850761904265,4.0,0.015642425380952132
10372,2021-05-10,Greene,7,3334,124,85057,0.056451612903225805,9.0,0.0352677342378753,4.0,0.01763386711893765
10373,2021-05-11,Greene,15,3349,414,85471,0.036231884057971016,10.0,0.03754306502788275,5.0,0.018771532513941376
10374,2021-05-12,Greene,5,3354,271,85742,0.01845018450184502,9.0,0.03645614396788575,4.0,0.018228071983942874
10375,2021-05-13,Greene,6,3360,253,85995,0.023715415019762844,9.0,0.03396516563149678,4.0,0.01698258281574839
10376,2021-05-14,Greene,5,3365,362,86357,0.013812154696132596,7.0,0.0322886955515908,3.0,0.0161443477757954
10377,2021-05-15,Greene,4,3369,356,86713,0.011235955056179775,6.0,0.02813346332459344,3.0,0.01406673166229672
10378,2021-05-16,Greene,1,3370,165,86878,0.006060606060606061,6.0,0.023708258899389018,3.0,0.011854129449694509
10379,2021-05-17,Greene,0,3370,168,87046,0.0,5.0,0.01564374277035676,2.0,0.00782187138517838
10380,2021-05-18,Greene,7,3377,295,87341,0.023728813559322035,4.0,0.013857589841978333,2.0,0.006928794920989166
10381,2021-05-19,Greene,1,3378,300,87641,0.0033333333333333335,3.0,0.011698039675048092,1.0,0.005849019837524046
10382,2021-05-20,Greene,3,3381,208,87849,0.014423076923076924,3.0,0.010370562804092959,1.0,0.005185281402046479
10383,2021-05-21,Greene,1,3382,240,88089,0.004166666666666667,2.0,0.008992635942740685,1.0,0.004496317971370342
10384,2021-05-22,Greene,1,3383,128,88217,0.0078125,2.0,0.008503570934715002,1.0,0.004251785467357501
10385,2021-05-23,Greene,3,3386,139,88356,0.02158273381294964,2.0,0.01072101775647837,1.0,0.005360508878239185
10386,2021-05-24,Greene,0,3386,70,88426,0.0,2.0,0.01072101775647837,1.0,0.005360508878239185
10387,2021-05-25,Greene,2,3388,185,88611,0.010810810810810811,1.0,0.008875588792405341,0.0,0.004437794396202671
10388,2021-05-26,Greene,3,3391,234,88845,0.01282051282051282,1.0,0.010230900147716696,0.0,0.005115450073858348
10389,2021-05-27,Greene,3,3394,186,89031,0.016129032258064516,1.0,0.010474608052714923,0.0,0.005237304026357461
10390,2021-05-28,Greene,1,3395,165,89196,0.006060606060606061,1.0,0.010745170823277693,0.0,0.005372585411638846
10391,2021-05-29,Greene,2,3397,120,89316,0.016666666666666666,2.0,0.012010051775658646,1.0,0.006005025887829323
10392,2021-05-30,Greene,1,3398,56,89372,0.017857142857142856,1.0,0.011477824496257675,0.0,0.0057389122481288374
10393,2021-05-31,Greene,0,3398,33,89405,0.0,1.0,0.011477824496257675,0.0,0.0057389122481288374
10394,2021-06-01,Greene,0,3398,106,89511,0.0,1.0,0.009933422951856131,0.0,0.004966711475928066
10395,2021-06-02,Greene,0,3398,179,89690,0.0,1.0,0.0081019211203543,0.0,0.00405096056017715
10396,2021-06-03,Greene,2,3400,256,89946,0.0078125,0.0,0.006913845083487941,0.0,0.0034569225417439703
10397,2021-06-04,Greene,1,3401,242,90188,0.004132231404958678,0.0,0.006638362989824029,0.0,0.0033191814949120146
10398,2021-06-05,Greene,0,3401,125,90313,0.0,0.0,0.004257410608871648,0.0,0.002128705304435824
10399,2021-06-06,Greene,1,3402,51,90364,0.0196078431372549,0.0,0.004507510648887654,0.0,0.002253755324443827
10400,2021-06-07,Greene,0,3402,162,90526,0.0,0.0,0.004507510648887654,0.0,0.002253755324443827
10401,2021-06-08,Greene,0,3402,172,90698,0.0,0.0,0.004507510648887654,0.0,0.002253755324443827
10402,2021-06-09,Greene,0,3402,146,90844,0.0,0.0,0.004507510648887654,0.0,0.002253755324443827
10403,2021-06-10,Greene,0,3402,185,91029,0.0,0.0,0.0033914392203162258,0.0,0.0016957196101581129
10404,2021-06-11,Greene,0,3402,208,91237,0.0,0.0,0.0028011204481792717,0.0,0.0014005602240896359
10405,2021-06-12,Greene,0,3402,113,91350,0.0,0.0,0.0028011204481792717,0.0,0.0014005602240896359
10406,2021-06-13,Greene,1,3403,204,91554,0.004901960784313725,0.0,0.0007002801120448179,0.0,0.00035014005602240897
10407,2021-06-14,Greene,0,3403,43,91597,0.0,0.0,0.0007002801120448179,0.0,0.00035014005602240897
10408,2021-06-15,Greene,0,3403,245,91842,0.0,0.0,0.0007002801120448179,0.0,0.00035014005602240897
10409,2021-06-16,Greene,0,3403,267,92109,0.0,0.0,0.0007002801120448179,0.0,0.00035014005602240897
10410,2021-06-17,Greene,0,3403,102,92211,0.0,0.0,0.0007002801120448179,0.0,0.00035014005602240897
10411,2021-06-18,Greene,2,3405,343,92554,0.0058309037900874635,0.0,0.0015332663677715983,0.0,0.0007666331838857991
10412,2021-06-19,Greene,0,3405,123,92677,0.0,0.0,0.0015332663677715983,0.0,0.0007666331838857991
10413,2021-06-20,Greene,0,3405,59,92736,0.0,0.0,0.0008329862557267805,0.0,0.00041649312786339027
10414,2021-06-21,Greene,0,3405,66,92802,0.0,0.0,0.0008329862557267805,0.0,0.00041649312786339027
10415,2021-06-22,Greene,0,3405,84,92886,0.0,0.0,0.0008329862557267805,0.0,0.00041649312786339027
10416,2021-06-23,Greene,1,3406,286,93172,0.0034965034965034965,0.0,0.0013324867552272801,0.0,0.0006662433776136401
10417,2021-06-24,Greene,0,3406,131,93303,0.0,0.0,0.0013324867552272801,0.0,0.0006662433776136401
10418,2021-06-25,Greene,0,3406,90,93393,0.0,0.0,0.0004995004995004995,0.0,0.00024975024975024975
10419,2021-06-26,Greene,0,3406,280,93673,0.0,0.0,0.0004995004995004995,0.0,0.00024975024975024975
10420,2021-06-27,Greene,0,3406,63,93736,0.0,0.0,0.0004995004995004995,0.0,0.00024975024975024975
10421,2021-06-28,Greene,0,3406,60,93796,0.0,0.0,0.0004995004995004995,0.0,0.00024975024975024975
10422,2021-06-29,Greene,0,3406,105,93901,0.0,0.0,0.0004995004995004995,0.0,0.00024975024975024975
10423,2021-06-30,Greene,0,3406,109,94010,0.0,0.0,0.0,0.0,0.0
10424,2021-07-01,Greene,0,3406,108,94118,0.0,0.0,0.0,0.0,0.0
10425,2021-07-02,Greene,0,3406,87,94205,0.0,0.0,0.0,0.0,0.0
10426,2021-07-03,Greene,0,3406,63,94268,0.0,0.0,0.0,0.0,0.0
10427,2021-07-04,Greene,0,3406,55,94323,0.0,0.0,0.0,0.0,0.0
10428,2021-07-05,Greene,0,3406,38,94361,0.0,0.0,0.0,0.0,0.0
10429,2021-07-06,Greene,2,3408,39,94400,0.05128205128205128,0.0,0.007326007326007326,0.0,0.003663003663003663
10430,2021-07-07,Greene,0,3408,89,94489,0.0,0.0,0.007326007326007326,0.0,0.003663003663003663
10431,2021-07-08,Greene,2,3410,141,94630,0.014184397163120567,0.0,0.009352349777881694,0.0,0.004676174888940847
10432,2021-07-09,Greene,2,3412,78,94708,0.02564102564102564,0.0,0.013015353440885355,0.0,0.006507676720442677
10433,2021-07-10,Greene,0,3412,69,94777,0.0,0.0,0.013015353440885355,0.0,0.006507676720442677
10434,2021-07-11,Greene,2,3414,59,94836,0.03389830508474576,1.0,0.017857968452991892,0.0,0.008928984226495946
10435,2021-07-12,Greene,3,3417,41,94877,0.07317073170731707,1.0,0.02831093012546576,0.0,0.01415546506273288
10436,2021-07-13,Greene,0,3417,68,94945,0.0,1.0,0.020984922799458433,0.0,0.010492461399729217
10437,2021-07-14,Greene,5,3422,88,95033,0.056818181818181816,2.0,0.029101805916341546,1.0,0.014550902958170773
10438,2021-07-15,Greene,1,3423,89,95122,0.011235955056179775,1.0,0.02868059990106429,0.0,0.014340299950532145
10439,2021-07-16,Greene,2,3425,65,95187,0.03076923076923077,1.0,0.029413200633665027,0.0,0.014706600316832514
10440,2021-07-17,Greene,2,3427,191,95378,0.010471204188481676,2.0,0.030909086946305266,1.0,0.015454543473152633
10441,2021-07-18,Greene,1,3428,42,95420,0.023809523809523808,2.0,0.029467832478416413,1.0,0.014733916239208207
10442,2021-07-19,Greene,1,3429,46,95466,0.021739130434782608,1.0,0.022120460868054352,0.0,0.011060230434027176
10443,2021-07-20,Greene,5,3434,129,95595,0.03875968992248062,2.0,0.027657559428408723,1.0,0.013828779714204362
10444,2021-07-21,Greene,1,3435,103,95698,0.009708737864077669,1.0,0.020927638863536702,0.0,0.010463819431768351
10445,2021-07-22,Greene,13,3448,126,95824,0.10317460317460317,3.0,0.0340617314518829,1.0,0.01703086572594145
10446,2021-07-23,Greene,4,3452,67,95891,0.05970149253731343,3.0,0.03819491170446614,1.0,0.01909745585223307
10447,2021-07-24,Greene,1,3453,105,95996,0.009523809523809525,3.0,0.03805956960951297,1.0,0.019029784804756485
10448,2021-07-25,Greene,3,3456,40,96036,0.075,4.0,0.045372494779581,2.0,0.0226862473897905
10449,2021-07-26,Greene,5,3461,71,96107,0.07042253521126761,4.0,0.05232726689050743,2.0,0.026163633445253714
10450,2021-07-27,Greene,5,3466,75,96182,0.06666666666666667,4.0,0.056313977853962575,2.0,0.028156988926981288
10451,2021-07-28,Greene,1,3467,92,96274,0.010869565217391304,4.0,0.056479810333007384,2.0,0.028239905166503692
10452,2021-07-29,Greene,1,3468,110,96384,0.00909090909090909,2.0,0.04303928260676537,1.0,0.021519641303382686
10453,2021-07-30,Greene,2,3470,141,96525,0.014184397163120567,2.0,0.03653684041045212,1.0,0.01826842020522606
10454,2021-07-31,Greene,2,3472,89,96614,0.02247191011235955,2.0,0.03838656906595926,1.0,0.01919328453297963
10455,2021-08-01,Greene,0,3472,66,96680,0.0,2.0,0.027672283351673543,1.0,0.013836141675836772
10456,2021-08-02,Greene,3,3475,118,96798,0.025423728813559324,2.0,0.021243882437715213,1.0,0.010621941218857607
10457,2021-08-03,Greene,6,3481,93,96891,0.06451612903225806,2.0,0.020936662775656843,1.0,0.010468331387828421
10458,2021-08-04,Greene,2,3483,115,97006,0.017391304347826087,2.0,0.02186833979429038,1.0,0.01093416989714519
10459,2021-08-05,Greene,9,3492,120,97126,0.075,3.0,0.031283924209874796,1.0,0.015641962104937398
10460,2020-03-01,Hamilton,0,0,0,0,,,,,
10461,2020-03-02,Hamilton,0,0,0,0,,,,,
10462,2020-03-03,Hamilton,0,0,0,0,,,,,
10463,2020-03-04,Hamilton,0,0,0,0,,,,,
10464,2020-03-05,Hamilton,0,0,0,0,,,,,
10465,2020-03-06,Hamilton,0,0,0,0,,,,,
